# 
#-----------------------------------------------------------------------
#                World Data Center for Paleoclimatology, Boulder 
#                                  and
#                     NOAA Paleoclimatology Program
#-----------------------------------------------------------------------
# NOTE: Please cite Publication, and Online_Resource and date accessed when using these data. 
# If there is no publication information, please cite Investigators, Title, and Online_Resource and date accessed. 
#
# Online_Resource: http://www.ncdc.noaa.gov/paleo/study/18315
# Online_Resource: ftp://ftp.ncdc.noaa.gov/pub/data/paleo/contributions_by_author/khider2011/khider2011.txt 
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# Archive: Paleoceanography
#--------------------
# Contribution_Date
#    Date: 2015-03-31 
#--------------------
# Title
#     Study_Name: Makassar Strait - Single specimens of P. obliquiloculata d18O and d13C from 704-1851 AD
#--------------------
# Investigators
#      Investigators: Khider, D.; Stott, L.D.; Emile-Geay, J.; Thunell, R.; Hammond D.E.
#--------------------
# Description_Notes_and_Keywords
#     Description: This dataset contains the d18O, d13C, and weights of single specimens of P. obliquiloculata used in the reconstruction of ENSO variability over the past 2,000 years"
#--------------------
# Publication
#     Authors:  Khider, D., L. Stott, J. Emile-Geay, R. Thunell, and D.E. Hammond
#     Published_Date: 2011-09-15
#     Published_Title:  Assessing El Nino Southern Oscillation variability during the past millennium
#     Journal_Name: Paleoceanography
#     Volume:  26
#     Report_Number:  PA3222
#     DOI: 10.1029/2011PA002139
#     Abstract:  We present a reconstruction of El Nino Southern Oscillation (ENSO) variability spanning the Medieval Climate Anomaly (MCA, A.D. 800-1300) and the Little Ice Age (LIA, A.D. 1500-1850). Changes in ENSO are estimated by comparing the spread and symmetry of d18O values of individual speciments of the thermocline-dwelling foraminifer Pulleniatina obliquiloculata extracted from discrete time horizons of a sediment core collected in the Sulawesi Sea, at the edge of the western tropical Pacific warm pool. The spread of individual d18O values is interpreted to be a measure of the strength of both phases of ENSO while the symmetry of the d18O distributions is used to evaluate the relative strength/frequency of El Nino and La Nina events. In contrast to previous studies, we use robust and resistant statistics to quantify the spread and symmetry of the d18O distributions; an approach motivated by the relatively small sample size and the presence of outliers. Furthermore, we use a pseudo-proxy to investigate the effects of the different paleo-environmental factors on the statistics of the d18O distributions, which could bias the paleo-ENSO reconstruction. We find no systematic difference in the magnitude/strength of ENSO during the Nothern Hemisphere MCA or LIA. However, our results suggest that ENSO during the MCA was kewed toward stronger/more frequent La Nina than El Nino, an observation consistent with the medieval megadroughts documented from sites in western North America.
#------------------
# Funding_Agency
#     Funding_Agency_Name:  National Science Foundation
#     Grant: ATM0902507, EAR1048577, and EAR0825325
#------------------
# Site_Information
#   Site_Name: MD98-2177
#   Location: Western Pacific Ocean
#   Northernmost_Latitude:  1.4
#   Southernmost_Latitude:  1.4
#   Easternmost_Longitude:  119.078
#   Westernmost_Longitude:  119.078
#   Elevation:   -968 
#------------------
# Data_Collection
#   Collection_Name:  MD98-2177 isotopes Khider11
#   Earliest_Year:  704
#   Most_Recent_Year: 1851 
#   Time_Unit:  years AD
#   Notes:
#------------------
# Chronology:
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
#   Depth      	Mid-Depth of the interval (cm)
#   14C.raw  	Conventional Radiocarbon age, years before 1950
#   14C.raw_err	radiocrabon age, standard error
#   Labcode		sample identification used by 14C laboratory
#   Calib.14C   	Calibrated Age
#   Calib_14C_sigma 	1-sigma error on calibrated age
#   calib_method		Calibration method
#   reservoir 	Reservoir correction
#   Reservoir_err	Reservoir correction error
Depth   14C.raw 14C.raw_err     Labcode Calib.14C       Calib_14C_sigma calib_method    reservoir       Reservoir_err
0       580     45      CAMS-95299      98      51      CALIB6.0        74      70
12      395     90      OS-38302        >modern        N/A     CALIB6.0        74      70
50      1110    60      CAMS-1000234    600     69.5    CALIB6.0        74      70
94      1745    45      CAMS-100235     1220    82.5    CALIB6.0        74      70
109     1870    110     OS-38335        1366    135.5   CALIB6.0        74      70
130     2260    45      CAMS-100236     1782    100.5   CALIB6.0        74      70
#----------------
# Variables
#
# Data variables follow are preceded by "##" in columns one and two.
#
## depth_top	depth,top of sample,,cm,,,,,N
## depth_bottom	    depth,bottom of sample,,cm,,,,,N
## age_ADbot  age,bottom of sample ,, years AD,, ,,,N
## age_ADtop  age,top of sample ,, years AD,, ,,,N
## d13CcarbVPDB		delta 13C,calcium carbonate,, per mil VPDB,,paleoceanography,,,N
## d18OcarbVPDB		delta 18O,calcium carbonate,, per mil VPDB,,paleoceanography,,,N
## wgt-ind	weight,individuals analyzed,, micro-grams,,paleoceanography,,,N
#
#----------------
# Data
# Data lines follow (have no #)
# Data line format - tab-delimited text, variable short name as header
# Missing values: NaN
depth_top	depth_bottom	age_ADbot	age_ADtop	d13CcarbVPDB	d18OcarbVPDB	wgt-ind
58	60	1240	1265	0.933	-1.621	12
58	60	1240	1265	0.913	-1.974	16
58	60	1240	1265	1.027	-1.596	18
58	60	1240	1265	0.789	-2.083	21
58	60	1240	1265	0.606	-1.556	15
58	60	1240	1265	0.021	-1.946	17
58	60	1240	1265	0.884	-1.935	17
58	60	1240	1265	0.068	-2.272	15
58	60	1240	1265	1.011	-0.974	19
58	60	1240	1265	0.688	-1.847	15
58	60	1240	1265	0.719	-2.128	17
58	60	1240	1265	0.99	-1.787	14
58	60	1240	1265	0.918	-1.248	20
58	60	1240	1265	0.729	-1.817	10
58	60	1240	1265	1.212	-1.384	13
58	60	1240	1265	1.022	-0.881	16
58	60	1240	1265	0.778	-1.838	15
65	67	1139	1165	0.998	-2.264	46
65	67	1139	1165	1.205	-2.106	49
65	67	1139	1165	0.991	-2.047	37
65	67	1139	1165	1.198	-1.65	31
65	67	1139	1165	0.944	-2.152	32
65	67	1139	1165	0.874	-2.064	22
65	67	1139	1165	0.534	-2.611	32
65	67	1139	1165	0.482	-2.236	24
65	67	1139	1165	1.081	-2.095	46
65	67	1139	1165	0.757	-2.23	24
65	67	1139	1165	1.089	-1.575	21
65	67	1139	1165	0.891	-1.713	14
65	67	1139	1165	0.804	-2.418	32
65	67	1139	1165	0.868	-1.802	18
65	67	1139	1165	0.736	-2.065	26
65	67	1139	1165	0.777	-2.584	35
65	67	1139	1165	0.875	-1.576	37
65	67	1139	1165	0.489	-2.233	23
65	67	1139	1165	0.927	-2.083	32
65	67	1139	1165	0.916	-2.032	34
65	67	1139	1165	0.507	-2.439	27
65	67	1139	1165	0.796	-2.353	20
65	67	1139	1165	0.873	-1.939	29
65	67	1139	1165	0.516	-2.443	28
65	67	1139	1165	1.075	-1.819	31
65	67	1139	1165	0.258	-2.182	26
65	67	1139	1165	0.29	-1.648	27
65	67	1139	1165	1.463	-1.493	25
65	67	1139	1165	1.465	-2.048	17
65	67	1139	1165	0.215	-2.131	20
65	67	1139	1165	0.503	-2.14	26
65	67	1139	1165	0.807	-1.957	55
65	67	1139	1165	-0.23	-1.935	39
65	67	1139	1165	0.323	-2.274	22
65	67	1139	1165	0.832	-1.974	29
65	67	1139	1165	0.849	-1.815	21
65	67	1139	1165	0.753	-2.368	40
65	67	1139	1165	0.967	-1.852	31
65	67	1139	1165	0.717	-1.971	31
65	67	1139	1165	0.965	-1.751	27
65	67	1139	1165	0.817	-1.917	26
65	67	1139	1165	1.049	-2.086	34
65	67	1139	1165	0.812	-2.004	22
65	67	1139	1165	0.58	-2.918	15
65	67	1139	1165	0.745	-2.059	20
65	67	1139	1165	0.738	-2.356	22
65	67	1139	1165	0.95	-2.374	33
65	67	1139	1165	0.729	-1.75	19
65	67	1139	1165	1.013	-1.368	19
65	67	1139	1165	0.868	-1.615	22
65	67	1139	1165	0.883	-1.691	25
65	67	1139	1165	0.972	-1.972	34
65	67	1139	1165	0.884	-1.853	16
65	67	1139	1165	0.401	-1.94	19
65	67	1139	1165	1.012	-1.247	28
65	67	1139	1165	0.804	-1.82	22
65	67	1139	1165	0.531	-2.265	29
65	67	1139	1165	1.093	-1.195	25
65	67	1139	1165	0.641	-1.949	18
65	67	1139	1165	1.005	-1.218	24
65	67	1139	1165	0.968	-1.438	19
65	67	1139	1165	0.848	-1.757	20
65	67	1139	1165	0.491	-2.745	20
65	67	1139	1165	1.042	-1.921	23
65	67	1139	1165	1.053	-2.115	45
65	67	1139	1165	0.623	-1.985	21
65	67	1139	1165	0.458	-2.051	14
65	67	1139	1165	0.459	-1.664	18
65	67	1139	1165	0.855	-2.415	22
65	67	1139	1165	0.689	-2.059	21
65	67	1139	1165	1.063	-1.541	18
65	67	1139	1165	0.927	-2.132	17
65	67	1139	1165	0.727	-2.076	17
65	67	1139	1165	0.776	-1.427	19
65	67	1139	1165	0.954	-2.729	14
65	67	1139	1165	1.06	-1.52	21
65	67	1139	1165	0.714	-2.196	21
65	67	1139	1165	0.761	-2.449	19
65	67	1139	1165	0.699	-1.89	21
65	67	1139	1165	0.573	-1.94	20
65	67	1139	1165	0.744	-2.056	13
65	67	1139	1165	1.267	-0.881	16
65	67	1139	1165	0.899	-1.524	21
65	67	1139	1165	0.777	-1.804	16
65	67	1139	1165	0.602	-1.917	12
65	67	1139	1165	0.714	-2.001	16
65	67	1139	1165	0.939	-1.941	23
65	67	1139	1165	0.883	-1.943	29
71	73	1060	1087	1.052	-2.089	32
71	73	1060	1087	0.872	-2.153	39
71	73	1060	1087	0.967	-2.036	43
71	73	1060	1087	0.666	-2.157	18
71	73	1060	1087	0.773	-2.126	35
71	73	1060	1087	0.641	-1.711	23
71	73	1060	1087	0.959	-1.989	24
71	73	1060	1087	0.92	-2.319	28
71	73	1060	1087	1.096	-1.402	53
71	73	1060	1087	0.753	-2.385	22
71	73	1060	1087	0.935	-1.932	27
71	73	1060	1087	0.825	-2.09	19
71	73	1060	1087	0.77	-2.151	14
71	73	1060	1087	0.524	-2.41	24
71	73	1060	1087	0.828	-2.326	44
71	73	1060	1087	0.721	-2.457	24
71	73	1060	1087	0.892	-2.142	36
71	73	1060	1087	1.141	-1.777	27
71	73	1060	1087	0.724	-2.249	28
71	73	1060	1087	0.954	-1.948	25
71	73	1060	1087	0.861	-2.118	24
71	73	1060	1087	0.93	-2.139	25
71	73	1060	1087	0.953	-2.179	24
71	73	1060	1087	0.644	-2.555	21
71	73	1060	1087	0.742	-2.099	30
71	73	1060	1087	1.042	-1.093	15
71	73	1060	1087	0.778	-1.692	13
71	73	1060	1087	0.517	-2.516	23
71	73	1060	1087	0.979	-1.68	13
71	73	1060	1087	0.962	-2.502	18
71	73	1060	1087	0.944	-1.883	34
71	73	1060	1087	0.708	-2.446	29
71	73	1060	1087	0.877	-1.989	22
71	73	1060	1087	0.578	-2.033	12
71	73	1060	1087	0.841	-2.236	39
71	73	1060	1087	1.039	-1.557	18
71	73	1060	1087	1.154	-1.573	17
71	73	1060	1087	0.94	-1.821	29
71	73	1060	1087	0.567	-2.389	21
71	73	1060	1087	0.555	-2.233	30
71	73	1060	1087	0.977	-1.723	24
71	73	1060	1087	0.739	-1.973	24
71	73	1060	1087	0.607	-2.338	28
71	73	1060	1087	0.7	-1.667	22
71	73	1060	1087	0.579	-1.903	27
71	73	1060	1087	0.822	-2.132	24
71	73	1060	1087	0.779	-2.033	30
71	73	1060	1087	0.735	-1.948	21
71	73	1060	1087	0.825	-1.837	23
71	73	1060	1087	0.905	-2.082	25
71	73	1060	1087	0.98	-1.196	19
71	73	1060	1087	0.629	-2.111	17
71	73	1060	1087	1.079	-1.333	19
71	73	1060	1087	0.839	-1.526	18
71	73	1060	1087	0.963	-1.842	19
71	73	1060	1087	0.499	-2.403	25
71	73	1060	1087	0.829	-1.451	14
71	73	1060	1087	0.59	-2.166	18
71	73	1060	1087	0.747	-1.75	16
71	73	1060	1087	1.098	-1.848	18
71	73	1060	1087	0.557	-2.094	13
71	73	1060	1087	0.728	-2.111	35
71	73	1060	1087	0.436	-2.245	15
71	73	1060	1087	0.637	-1.491	16
71	73	1060	1087	0.843	-1.658	13
71	73	1060	1087	0.864	-2.265	15
71	73	1060	1087	0.777	-2.564	22
83	85	895	923	0.386	-2.792	24
83	85	895	923	1.101	-1.798	21
83	85	895	923	0.856	-2.279	38
83	85	895	923	0.673	-2.625	21
83	85	895	923	0.843	-0.642	40
83	85	895	923	0.733	-2.262	28
83	85	895	923	0.762	-2.355	31
83	85	895	923	0.786	-2.478	24
83	85	895	923	0.725	-2.004	25
83	85	895	923	1.083	-1.8	40
83	85	895	923	0.926	-1.689	16
83	85	895	923	0.83	-1.802	39
83	85	895	923	0.768	-2.448	19
83	85	895	923	0.427	-2.658	21
83	85	895	923	0.674	-2.003	13
83	85	895	923	0.983	-2.047	26
83	85	895	923	0.575	-2.345	19
83	85	895	923	0.963	-1.701	26
83	85	895	923	0.845	-1.461	22
83	85	895	923	0.937	-1.936	32
83	85	895	923	0.823	-1.679	42
83	85	895	923	0.955	-1.821	21
83	85	895	923	0.981	-2.288	15
83	85	895	923	0.799	-2.123	19
83	85	895	923	0.921	-1.294	15
83	85	895	923	0.803	-1.738	22
83	85	895	923	0.595	-2.092	16
83	85	895	923	0.911	-2.009	22
83	85	895	923	0.83	-1.906	24
83	85	895	923	0.943	-2.364	28
83	85	895	923	0.636	-2.28	32
83	85	895	923	0.829	-1.32	22
83	85	895	923	0.662	-2.264	22
83	85	895	923	0.806	-2.6	22
83	85	895	923	0.771	-2.298	27
83	85	895	923	1.006	-1.693	27
83	85	895	923	0.791	-2.234	24
83	85	895	923	0.779	-1.967	22
83	85	895	923	0.815	-2.101	20
83	85	895	923	0.815	-2.318	22
83	85	895	923	0.586	-1.735	11
83	85	895	923	0.726	-2.39	26
83	85	895	923	0.763	-1.95	20
83	85	895	923	0.746	-2.284	28
83	85	895	923	0.566	-2.088	33
83	85	895	923	0.91	-2.059	27
83	85	895	923	0.683	-2.638	31
83	85	895	923	0.642	-2.717	28
83	85	895	923	0.683	-2.168	20
83	85	895	923	0.884	-1.8	17
83	85	895	923	0.859	-1.557	22
83	85	895	923	0.912	-1.801	20
83	85	895	923	0.761	-2.511	37
83	85	895	923	0.799	-2.291	30
83	85	895	923	0.78	-2.256	15
83	85	895	923	0.727	-2.381	47
83	85	895	923	0.782	-1.621	16
83	85	895	923	0.562	-1.87	18
83	85	895	923	0.383	-2.554	18
83	85	895	923	0.92	-1.983	15
83	85	895	923	0.255	-1.665	22
83	85	895	923	0.718	-2.012	36
83	85	895	923	0.936	-1.434	18
83	85	895	923	0.749	-1.944	16
83	85	895	923	0.669	-2.536	19
83	85	895	923	0.673	-2.236	22
83	85	895	923	0.547	-1.894	24
83	85	895	923	0.982	-1.935	21
83	85	895	923	0.912	-2.075	17
83	85	895	923	1.108	-1.525	24
83	85	895	923	0.874	-2.037	31
83	85	895	923	0.896	-1.06	20
83	85	895	923	1.065	-1.89	35
90	92	793	823	0.54	-2.37	31
90	92	793	823	1.138	-2.149	49
90	92	793	823	0.655	-2.392	34
90	92	793	823	0.952	-2.369	44
90	92	793	823	0.793	-1.693	17
90	92	793	823	0.554	-1.39	17
90	92	793	823	0.616	-2.392	23
90	92	793	823	0.704	-2.317	38
90	92	793	823	0.879	-1.43	22
90	92	793	823	0.95	-1.479	65
90	92	793	823	0.898	-2.342	30
90	92	793	823	0.546	-2.395	33
90	92	793	823	0.824	-1.932	29
90	92	793	823	0.913	-1.978	25
90	92	793	823	0.697	-2.167	26
90	92	793	823	0.491	-2.472	20
90	92	793	823	0.73	-1.925	23
90	92	793	823	0.624	-2.234	26
90	92	793	823	0.59	-1.716	21
90	92	793	823	0.6	-2.651	33
90	92	793	823	0.679	-1.755	16
90	92	793	823	0.299	-2.142	17
90	92	793	823	0.594	-2.591	30
90	92	793	823	1.083	-2.014	27
90	92	793	823	0.742	-2.017	14
90	92	793	823	0.675	-2.692	16
90	92	793	823	0.457	-2.193	14
90	92	793	823	0.906	-2.061	34
90	92	793	823	0.784	-2.418	21
90	92	793	823	0.861	-1.396	19
90	92	793	823	0.967	-2.356	29
90	92	793	823	0.816	-1.721	13
90	92	793	823	0.848	-1.883	23
90	92	793	823	0.915	-1.959	32
90	92	793	823	1.093	-1.91	29
90	92	793	823	1.013	-2.089	28
90	92	793	823	0.91	-1.46	19
90	92	793	823	1.043	-1.734	15
90	92	793	823	0.108	-2.234	20
90	92	793	823	0.692	-1.639	23
90	92	793	823	0.945	-1.436	20
90	92	793	823	0.795	-2.187	32
90	92	793	823	0.946	-2.263	17
90	92	793	823	0.705	-2.689	29
90	92	793	823	0.342	-2.506	22
90	92	793	823	0.505	-2.008	24
90	92	793	823	0.998	-1.634	17
90	92	793	823	0.821	-1.813	22
90	92	793	823	0.791	-2.038	13
90	92	793	823	0.605	-2.28	24
90	92	793	823	0.882	-1.922	23
90	92	793	823	0.827	-1.429	25
90	92	793	823	0.837	-2.17	18
90	92	793	823	0.808	-1.935	19
90	92	793	823	0.538	-2.398	23
90	92	793	823	0.985	-1.439	20
90	92	793	823	0.592	-2.419	21
90	92	793	823	0.86	-2.184	33
90	92	793	823	0.616	-2.109	21
90	92	793	823	0.878	-2.222	28
90	92	793	823	0.709	-2.245	33
90	92	793	823	0.672	-2.205	28
90	92	793	823	0.909	-2.676	17
90	92	793	823	0.569	-2.496	19
90	92	793	823	0.653	-2.297	39
90	92	793	823	0.906	-1.829	15
90	92	793	823	0.978	-1.623	21
90	92	793	823	0.799	-1.785	28
90	92	793	823	0.899	-1.502	22
90	92	793	823	0.76	-2.178	21
90	92	793	823	0.515	-2.55	33
96	98	704	734	0.138	-2.018	21
96	98	704	734	0.459	-2.292	13
96	98	704	734	0.951	-2.049	33
96	98	704	734	0.88	-1.908	33
96	98	704	734	0.856	-2.298	39
96	98	704	734	0.965	-1.868	35
96	98	704	734	0.925	-1.73	34
96	98	704	734	0.779	-1.989	23
96	98	704	734	0.833	-1.946	16
96	98	704	734	0.451	-2.503	27
96	98	704	734	0.891	-2.146	25
96	98	704	734	0.703	-2.283	27
96	98	704	734	0.372	-2.517	29
96	98	704	734	0.506	-2.489	19
96	98	704	734	0.797	-2.16	22
96	98	704	734	0.617	-2.283	34
96	98	704	734	0.485	-2.869	29
96	98	704	734	0.969	-2.187	31
96	98	704	734	0.816	-2.045	54
96	98	704	734	0.963	-1.693	23
96	98	704	734	0.08	-2.291	16
96	98	704	734	0.679	-2.161	16
96	98	704	734	0.839	-2.272	13
96	98	704	734	0.556	-1.685	18
96	98	704	734	0.609	-1.814	21
96	98	704	734	0.617	-1.918	20
96	98	704	734	0.46	-2.536	20
96	98	704	734	0.629	-2.302	17
96	98	704	734	0.808	-1.868	26
96	98	704	734	0.685	-2.178	22
96	98	704	734	0.907	-1.998	87
96	98	704	734	0.614	-2.516	36
96	98	704	734	0.633	-2.37	27
96	98	704	734	0.416	-1.777	17
96	98	704	734	0.032	-2.354	31
96	98	704	734	0.526	-2.502	30
96	98	704	734	0.577	-2.218	15
96	98	704	734	0.982	-2.182	34
96	98	704	734	0.859	-2.177	20
96	98	704	734	0.596	-2.066	16
96	98	704	734	0.696	-2.349	18
96	98	704	734	0.733	-2.694	44
96	98	704	734	0.599	-2.208	17
96	98	704	734	0.848	-2.421	28
96	98	704	734	0.546	-2.407	25
96	98	704	734	0.845	-2.501	19
96	98	704	734	0.997	-1.742	20
96	98	704	734	0.541	-2.357	16
96	98	704	734	0.775	-2.295	12
96	98	704	734	0.901	-1.933	17
96	98	704	734	0.694	-2.483	18
96	98	704	734	0.739	-2.459	21
96	98	704	734	0.706	-2.434	33
96	98	704	734	0.741	-2.181	42
96	98	704	734	0.611	-1.616	16
96	98	704	734	0.664	-2.107	24
96	98	704	734	0.896	-2.024	23
96	98	704	734	0.542	-1.893	13
96	98	704	734	0.721	-1.469	24
96	98	704	734	0.97	-1.915	28
96	98	704	734	0.527	-2.429	21
96	98	704	734	0.637	-2.547	25
96	98	704	734	0.616	-2.576	22
96	98	704	734	0.963	-2.046	54
96	98	704	734	0.689	-2.098	28
96	98	704	734	0.577	-2.291	32
96	98	704	734	0.828	-1.811	18
96	98	704	734	0.711	-1.719	23
96	98	704	734	0.852	-1.69	23
96	98	704	734	0.68	-2.093	18
96	98	704	734	0.69	-2.023	17
96	98	704	734	0.629	-2.361	43
