2030,4381,68,4357,45,24
2040,4409,74,4386,45,21
2050,4436,85,4415,45,23
2060,4463,99,4446,45,22
2070,4491,115,4477,45,25
2080,4518,132,4509,45,22
2090,4545,126,4541,45,24
2100,4571,121,4574,45,51
2110,4598,115,4608,45,55
2120,4624,110,4642,45,51
2130,4651,106,4676,45,58
2140,4678,102,4711,45,49
2150,4704,98,4746,44,57
2160,4731,94,4782,44,57
2170,4758,92,4818,44,46
2180,4784,89,4854,44,58
2190,4811,88,4891,44,56
2200,4837,87,4928,44,57
2210,4864,87,4966,44,54
2220,4891,87,5004,43,45
2230,4917,88,5043,43,57
2240,4944,90,5082,43,58
2250,4971,93,5121,43,56
2260,4997,96,5160,43,58
2270,5024,99,5201,43,56
2280,5050,103,5241,43,52
2290,5077,108,5282,43,55
2300,5104,112,5323,43,56
2310,5138,112,5364,43,58
2320,5181,106,5406,43,61
2330,5223,100,5449,43,60
2340,5266,94,5491,44,59
2350,5308,89,5534,44,60
2360,5350,84,5578,44,62
2370,5393,80,5621,45,65
2380,5435,76,5665,45,64
2390,5478,74,5710,46,63
2400,5520,71,5754,47,65
2410,5563,70,5799,47,65
2420,5605,70,5845,48,64
2430,5648,70,5890,49,69
2440,5690,72,5936,50,67
2450,5732,74,5982,52,57
2460,5775,77,6029,53,58
2470,5817,81,6076,54,59
2480,5860,86,6123,56,56
2490,5926,85,6171,58,59
2500,6016,80,6218,59,62
2510,6106,76,6267,61,69
2520,6195,72,6315,63,64
2530,6285,69,6364,66,69
2540,6375,67,6413,68,69
2550,6465,65,6462,70,70
2560,6555,64,6511,73,79
2570,6644,65,6561,76,74
2580,6734,66,6611,79,74
2590,6824,68,6662,82,73
2600,6914,71,6712,85,73
2610,7004,74,6763,88,45
2620,7094,79,6814,91,44
2630,7183,83,6865,95,42
2640,7273,88,6917,98,51
2650,7363,94,6969,102,69
2660,7456,82,7021,106,83
2670,7549,71,7073,110,87
2680,7642,63,7126,114,85
2690,7735,57,7179,118,85
2700,7828,56,7232,123,84
2710,7921,58,7286,127,80
2720,8014,65,7340,132,72
2730,8069,68,7394,136,72
2740,8087,71,7449,141,65
2750,8106,79,7504,146,62
2760,8124,90,7559,151,59
2770,8142,104,7614,156,66
2780,8161,120,7670,161,67
2790,8179,137,7726,166,62
2800,8197,154,7783,171,54
2810,8215,172,7840,177,55
2820,8234,190,7897,182,62
2830,8252,209,7954,188,61
2840,8270,228,8012,193,60
2850,8289,246,8070,199,59
2860,8307,266,8129,205,63
2870,8325,285,8187,211,61
2880,8344,304,8246,217,55
2890,8362,323,8306,223,56
2900,8380,342,8366,229,45
2910,8398,362,8426,235,51
2920,8417,381,8486,241,51
2930,8435,401,8547,248,51
2940,8453,420,8608,254,51
2950,8472,440,8669,261,47
2960,8490,459,8731,267,45
2970,8508,479,8793,274,47
